ticker,shortName,sector,industry,lastPrice,rank_overall,rank_raw,score_FINAL_adj,score_FINAL,rating,data_completeness_pct,metrics_with_data,metrics_total,score_valuation,score_profitability,score_growth,score_financial_health,score_trailingPE,score_forwardPE,score_trailingPegRatio,score_priceToBook,score_priceToSalesTrailing12Months,score_enterpriseToEbitda,score_returnOnEquity,score_returnOnAssets,score_profitMargins,score_grossMargins,score_operatingMargins,score_ebitdaMargins,score_revenueGrowth,score_earningsGrowth,score_earningsQuarterlyGrowth,score_debtToEquity,score_currentRatio,score_quickRatio,score_freeCashflow
KMX,CarMax Inc,Consumer Cyclical,Auto & Truck Dealerships,45.380001068115234,508,515,3.28,3.28,⚠️ Débil,100.0,19,19,7.45,1.11,0.72,2.92,8.47,4.58,9.31,9.01,9.76,1.61,1.81,1.03,0.88,0.86,0.54,0.88,0.58,0.82,0.77,0.75,8.19,0.47,2.22
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,156.83419799804688,508,515,3.28,3.28,⚠️ Débil,100.0,19,19,4.41,3.82,3.23,0.98,0.56,6.73,7.25,0.65,5.7,5.51,6.0,2.73,1.93,2.86,2.86,6.71,7.79,0.71,0.86,0.62,1.64,0.88,0.84
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,197.97999572753906,508,502,3.28,3.44,⚠️ Débil,84.2,16,19,1.74,3.22,4.2,5.33,0.37,0.24,0.32,3.7,4.56,3.12,1.35,2.84,1.61,7.55,1.98,6.6,7.25,2.49,2.64,7.66,5.74,4.65,2.67
WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Entertainment,27.514999389648438,511,508,3.27,3.38,⚠️ Débil,89.5,17,19,4.81,1.81,1.9,5.05,0.3,9.96,0.0,7.27,7.23,5.78,0.75,0.54,0.9,5.51,1.51,3.61,0.68,2.49,2.64,3.44,3.37,3.78,9.66
TTWO,"Take-Two Interactive Software, ",Communication Services,Electronic Gaming & Multimedia,202.68499755859375,512,504,3.24,3.4,⚠️ Débil,84.2,16,19,2.78,1.38,5.02,4.85,5.88,1.53,3.59,1.46,2.22,0.26,0.02,0.15,0.04,7.44,0.22,2.0,9.16,2.81,2.76,3.31,4.33,6.83,5.64
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,71.44999694824219,513,507,3.23,3.39,⚠️ Débil,84.2,16,19,5.6,0.61,2.74,4.35,2.71,6.15,5.94,6.52,8.88,3.27,0.28,0.99,0.45,0.65,0.3,1.25,0.41,4.02,3.96,2.09,7.76,6.91,1.61
EQIX,"Equinix, Inc.",Real Estate,REIT - Specialty,1018.4199829101562,514,513,3.2,3.3,⚠️ Débil,89.5,17,19,0.79,4.81,3.42,5.05,0.54,0.17,0.73,2.24,0.6,0.8,2.65,2.5,6.13,6.36,6.11,8.54,5.84,2.07,2.19,1.79,6.0,5.59,7.59
CCI,Crown Castle Inc.,Real Estate,REIT - Specialty,84.25,515,503,3.19,3.41,⚠️ Débil,78.9,15,19,4.22,5.12,1.66,2.26,2.64,1.01,8.65,9.7,1.12,1.35,1.85,3.31,3.64,8.88,9.66,9.72,0.81,2.07,2.19,2.71,0.17,0.32,5.35
INTC,Intel Corporation,Technology,Semiconductors,57.77000045776367,516,512,3.15,3.36,⚠️ Débil,78.9,15,19,3.69,1.44,2.68,6.13,1.96,0.21,9.12,6.06,2.41,1.63,0.52,0.22,0.5,3.48,1.01,5.38,0.84,3.66,3.67,7.96,8.26,8.07,0.26
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,125.18499755859375,517,523,3.12,3.12,⚠️ Débil,100.0,19,19,2.06,3.74,2.51,4.7,1.23,0.52,0.71,1.61,8.07,1.16,6.73,6.54,1.33,1.96,0.82,1.12,3.81,1.81,1.81,6.07,1.7,0.62,9.33
GPC,Genuine Parts Company,Consumer Cyclical,Auto Parts,106.0999984741211,518,517,3.11,3.21,⚠️ Débil,89.5,17,19,5.8,1.88,2.03,2.44,0.09,7.38,7.2,4.49,9.29,8.04,0.65,4.04,0.6,3.72,0.92,1.44,3.0,1.59,1.42,1.85,3.93,1.61,2.34
APD,"Air Products and Chemicals, Inc",Basic Materials,Specialty Chemicals,290.7799987792969,519,521,3.09,3.14,⚠️ Débil,94.7,18,19,2.16,1.42,5.29,4.09,2.71,2.99,0.45,3.59,2.6,0.06,0.43,0.07,0.43,2.75,6.79,1.21,3.93,5.9,6.18,3.27,6.76,6.8,0.22
LOMA,Loma Negra Compania Industrial ,Basic Materials,Building Materials,11.65999984741211,519,521,3.09,3.14,⚠️ Débil,94.7,18,19,5.57,1.65,0.48,4.67,0.47,6.8,2.62,7.48,9.89,9.91,0.77,1.96,1.16,1.72,2.11,3.66,1.04,0.17,0.19,8.52,6.69,2.15,0.04
EA,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,204.0,521,525,3.06,3.06,⚠️ Débil,100.0,19,19,2.11,4.08,0.85,5.97,0.5,2.52,4.56,1.94,1.68,0.45,2.8,4.19,3.27,9.23,1.72,3.33,1.82,0.34,0.32,8.0,2.47,5.83,7.14
BXP,"BXP, Inc.",Real Estate,REIT - Office,52.58000183105469,521,519,3.06,3.16,⚠️ Débil,89.5,17,19,4.23,3.07,2.13,2.97,3.53,1.76,3.93,7.87,5.74,3.46,1.2,0.97,3.03,7.01,0.13,9.08,0.02,3.15,3.41,1.07,2.43,5.94,3.4
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,12.100099563598633,523,518,3.04,3.19,⚠️ Débil,84.2,16,19,5.9,0.31,2.26,3.87,5.47,9.68,0.37,8.56,9.72,0.56,0.15,0.17,0.34,0.54,0.11,0.8,0.77,3.07,3.07,0.49,3.85,6.22,6.07
ESS,"Essex Property Trust, Inc.",Real Estate,REIT - Residential,252.7100067138672,524,524,3.03,3.08,⚠️ Débil,94.7,18,19,2.93,6.31,1.12,1.74,5.5,0.41,2.42,5.55,0.99,2.84,3.64,2.15,9.57,8.37,8.37,9.68,2.58,0.32,0.36,2.77,0.07,0.13,3.48
IRM,Iron Mountain Incorporated (Del,Real Estate,REIT - Specialty,107.48999786376953,525,519,3.01,3.16,⚠️ Débil,84.2,16,19,2.5,3.8,4.28,1.94,0.13,0.37,1.46,9.81,2.99,1.83,1.85,3.78,0.97,6.88,6.22,7.36,8.29,2.07,2.19,2.71,1.4,3.08,0.65
SRE,DBA Sempra,Utilities,Utilities - Diversified,97.27999877929688,526,528,2.98,2.98,🔴 Evitar,100.0,19,19,3.75,3.88,1.11,3.05,2.3,4.36,3.51,6.93,2.97,2.26,1.25,1.07,5.74,4.26,7.48,8.15,1.64,0.8,0.84,4.04,7.1,0.26,0.06
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,96.69000244140625,527,527,2.92,3.01,🔴 Evitar,89.5,17,19,3.95,4.07,1.58,2.05,0.45,0.82,6.43,9.53,5.81,1.12,7.04,6.58,1.53,1.79,1.83,2.34,3.7,0.41,0.47,2.38,3.27,1.87,0.56
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,162.33999633789062,528,525,2.91,3.06,🔴 Evitar,84.2,16,19,1.96,3.41,4.12,2.96,2.41,0.09,0.39,0.04,7.89,1.93,8.5,3.12,0.92,2.02,0.34,1.38,7.02,2.49,2.64,0.37,2.86,5.78,3.93
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,58.22999954223633,529,530,2.85,2.85,🔴 Evitar,100.0,19,19,4.64,2.45,0.27,3.9,2.45,3.93,7.06,4.26,6.58,3.31,3.2,2.79,2.32,2.07,0.58,2.62,0.65,0.06,0.06,3.79,4.75,3.4,3.59
AXON,"Axon Enterprise, Inc.",Industrials,Aerospace & Defense,395.010009765625,530,529,2.83,2.88,🔴 Evitar,94.7,18,19,0.99,1.86,3.39,6.34,0.04,0.56,2.74,1.64,0.52,0.0,1.05,0.13,1.72,7.57,0.21,0.75,9.61,0.04,0.04,6.52,8.9,9.28,1.21
MAA,Mid-America Apartment Communiti,Real Estate,REIT - Residential,126.20500183105469,531,532,2.69,2.73,🔴 Evitar,94.7,18,19,2.69,5.26,0.89,1.95,2.65,0.84,2.42,5.93,1.74,3.61,1.89,2.41,7.59,7.33,7.61,9.29,1.82,0.37,0.39,3.59,0.04,0.09,3.38
DOW,Dow Inc.,Basic Materials,Chemicals,37.779998779296875,532,531,2.62,2.75,🔴 Evitar,84.2,16,19,3.57,0.36,2.75,4.5,2.71,0.88,0.07,7.7,9.08,3.2,0.19,0.19,0.26,0.58,0.19,1.2,0.43,4.02,3.96,2.99,8.11,6.94,0.73
UDR,"UDR, Inc.",Real Estate,REIT - Residential,35.16999816894531,533,533,2.59,2.72,🔴 Evitar,84.2,16,19,2.33,5.26,1.66,1.45,3.38,0.13,2.42,4.21,1.4,3.01,2.52,1.23,7.91,8.19,6.32,9.4,1.97,1.48,1.5,2.07,0.09,0.02,3.21
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,24.905000686645508,534,534,2.54,2.54,🔴 Evitar,100.0,19,19,3.25,1.0,1.91,4.21,0.9,0.71,4.24,7.25,6.21,0.64,0.93,0.37,1.79,1.07,0.09,1.68,0.35,2.62,2.92,6.34,5.85,3.07,0.95
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,346.25,535,535,2.33,2.33,🔴 Evitar,100.0,19,19,0.33,1.32,0.69,8.65,0.02,0.02,0.6,0.93,0.37,0.04,1.21,1.25,1.57,1.21,0.9,1.78,1.07,0.45,0.52,9.1,8.52,8.67,8.22
